Date,Year,Month,Rainfall_mm,P_3month,P_6month,SPI_3,SPI_6,SPI3_Class,SPI6_Class
2017-11-01,2017,11,1.483457021475257,226.49245630626697,821.9095428765734,-1.2816225462989066,-0.5288717646563392,Moderately Dry,Near Normal
2017-12-01,2017,12,0.9457516820238867,42.663319614010426,662.7070620086552,-1.7302812138882278,-0.9404567828439113,Severely Dry,Near Normal
2018-01-01,2018,1,0.3819487249870385,2.81115742848604,477.7441875158445,-1.0455323510988825,-0.8125054784607414,Moderately Dry,Near Normal
2018-02-01,2018,2,5.033580025547283,6.3612804325580665,232.85373673882535,1.705105487929706,-1.1901128401139647,Severely Wet,Moderately Dry
2018-03-01,2018,3,12.03447474616192,17.450003496696098,60.11332311070684,0.391950811848921,-1.6233870140623297,Near Normal,Severely Dry
2018-04-01,2018,4,41.14546332419336,58.213518095902415,61.02467552438877,0.11270009900214246,-0.03833441720205509,Near Normal,Near Normal
2018-05-01,2018,5,103.04633265886001,156.22627072921514,162.58755116177352,0.06830958311731027,0.2145426929006322,Near Normal,Near Normal
2018-06-01,2018,6,138.63129417765816,282.8230901607114,300.2730936574078,0.13111703418566378,0.18508985528151253,Near Normal,Near Normal
2018-07-01,2018,7,204.33202183935552,446.00964867587356,504.2231667717763,0.3020273685414599,0.2853335034262918,Near Normal,Near Normal
2018-08-01,2018,8,276.71444840338637,619.6777644203999,775.9040351496153,0.963925869672775,0.8075175647008189,Near Normal,Near Normal
2018-09-01,2018,9,209.53469538283542,690.5811656255771,973.4042557862889,1.103547344264993,0.9221408530878629,Moderately Wet,Near Normal
2018-10-01,2018,10,99.69510904561525,585.9442528318368,1031.9539015077107,1.1676657137845718,1.0550575896977892,Moderately Wet,Moderately Wet
2018-11-01,2018,11,4.322477628522069,313.55228205697256,933.2300464773729,0.8657026441013368,1.07631777040652,Near Normal,Moderately Wet
2018-12-01,2018,12,0.6656046183787128,104.68319129251587,795.2643569180934,0.7538954879742351,1.1249765663231546,Near Normal,Moderately Wet
2019-01-01,2019,1,0.7877715755900986,5.77585382249071,591.7201066543279,0.7237297228714703,1.1943452364289184,Near Normal,Moderately Wet
2019-02-01,2019,2,3.918776237503166,5.3721524314718065,318.9244344884448,1.2619197892822493,0.9532864441014599,Moderately Wet,Near Normal
2019-03-01,2019,3,11.050979570350474,15.757527383443568,120.44071867595983,0.13108388975927052,0.7725937502828712,Near Normal,Near Normal
2019-04-01,2019,4,34.68175633095144,49.651512138804904,55.42736596129602,-0.5876441456363921,-0.49291953283908496,Near Normal,Near Normal
2019-05-01,2019,5,130.2546931356703,175.98742903697203,181.35958146844425,0.8385067716002144,0.9406862949572898,Near Normal,Near Normal
2019-06-01,2019,6,130.64024297522448,295.57669244184603,311.33421982529,0.5229971144708695,0.5356128778942513,Near Normal,Near Normal
2019-07-01,2019,7,212.96705779740506,473.86199390829967,523.513506047105,1.0571450685852477,0.7574790401907112,Moderately Wet,Near Normal
2019-08-01,2019,8,245.14169246247684,588.7489932351062,764.7364222720787,0.2122636435401076,0.5849675464939176,Near Normal,Near Normal
2019-09-01,2019,9,205.2045732870235,663.3133235469052,958.8900159887517,0.5518895651490522,0.690616593493559,Near Normal,Near Normal
2019-10-01,2019,10,152.24052977549565,602.5867955249958,1076.4487894332958,1.4401080907018724,1.636954259579797,Moderately Wet,Severely Wet
2019-11-01,2019,11,5.4890390319201785,362.93414209443915,951.6831353295457,1.9106313432809774,1.3299080952657407,Severely Wet,Moderately Wet
2019-12-01,2019,12,0.5196201457577047,158.24918895317336,821.562512500079,2.1753477790840505,1.506974510635522,Extremely Wet,Severely Wet
2020-01-01,2020,1,0.4250316361112093,6.433690813788922,609.0204863387851,1.0273797301970888,1.4758648933230938,Moderately Wet,Moderately Wet
2020-02-01,2020,2,0.2297733910364785,1.174425172905222,364.10856726734477,-1.7739725502260901,1.9264649543022438,Severely Dry,Severely Wet
2020-03-01,2020,3,15.95106755495089,16.605872582098407,174.85506153527217,0.26405027176829643,2.309397801189247,Near Normal,Extremely Wet
2020-04-01,2020,4,40.680447069625075,56.861288015612274,63.29497882940159,0.0069039825888994365,0.1380917434110693,Near Normal,Near Normal
2020-05-01,2020,5,94.4145456555649,151.0460602801407,152.2204854530463,-0.14421751239509167,-0.21062676261430552,Near Normal,Near Normal
2020-06-01,2020,6,139.3974683564523,274.4924610816421,291.0983336637409,-0.1312533557531285,-0.11223595659139671,Near Normal,Near Normal
2020-07-01,2020,7,238.28687331066214,472.09888732267916,528.9601753382918,1.0102310594678707,0.8886938586839916,Moderately Wet,Near Normal
2020-08-01,2020,8,259.01354031226356,636.6978819793778,787.7439422595189,1.3669874705901992,1.0411550925550734,Moderately Wet,Moderately Wet
2020-09-01,2020,9,223.42943068510502,720.7298443080306,995.222305389673,1.6969452901755402,1.2659025497819387,Severely Wet,Moderately Wet
2020-10-01,2020,10,73.62874632711758,556.071717324486,1028.1706046471656,0.6655334082114455,1.0048200778378424,Near Normal,Moderately Wet
2020-11-01,2020,11,1.6588282376726942,298.7170052498951,935.4148872292734,0.5307734470700384,1.1065149851395035,Near Normal,Moderately Wet
2020-12-01,2020,12,0.7034498409530642,75.99102440574318,796.720868713774,-0.21608588734949555,1.1463498903655396,Near Normal,Moderately Wet
2021-01-01,2021,1,0.22237258523086442,2.5846506638564524,558.6563679883429,-1.226838007860434,0.640810395786191,Moderately Dry,Near Normal
2021-02-01,2021,2,0.2929967969269705,1.2188192231107284,299.9358244730063,-1.7153490503390454,0.5171396073936615,Severely Dry,Near Normal
2021-03-01,2021,3,17.18560222992817,17.700971612085834,93.6919960178294,0.4291847105703659,-0.15651456379221845,Near Normal,Near Normal
2021-04-01,2021,4,31.489036721714143,48.96763574856911,51.55228641242596,-0.6469878275433996,-0.826061188759865,Near Normal,Near Normal
2021-05-01,2021,5,86.73583070227203,135.41046965391416,136.6292888770253,-0.8168939451130325,-0.8882136296670944,Near Normal,Near Normal
2021-06-01,2021,6,143.3325550565407,261.5574224805267,279.25839409261295,-0.5493934890979217,-0.5053289250361778,Near Normal,Near Normal
2021-07-01,2021,7,183.4296127417338,413.4979985005464,462.46563424911585,-0.6202394000508699,-0.7795846706210016,Near Normal,Near Normal
2021-08-01,2021,8,260.3950382541967,587.1572060524711,722.5676757063856,0.17287491363704785,-0.27543137868019835,Near Normal,Near Normal
2021-09-01,2021,9,207.88214668058004,651.7067976765104,913.2642201570375,0.31250434406497063,-0.0527197909989679,Near Normal,Near Normal
2021-10-01,2021,10,99.80997681549042,568.0871617502671,981.5851602508137,0.8695985844202379,0.37591851534887905,Near Normal,Near Normal
2021-11-01,2021,11,6.391089663547188,314.0832131596175,901.2404192120889,0.8774931921198552,0.6287150731869201,Near Normal,Near Normal
2021-12-01,2021,12,0.22287760875501136,106.4239440877925,758.1307417643031,0.806745307625942,0.5710804402200454,Near Normal,Near Normal
2022-01-01,2022,1,0.23558585305543303,6.849553125357518,574.9367148756248,1.2090517956178832,0.9159985522468032,Moderately Wet,Near Normal
2022-02-01,2022,2,0.1963566878876402,0.6548201496979709,314.7380333093157,-2.6254122370552873,0.8586356298010057,Extremely Dry,Near Normal
2022-03-01,2022,3,12.145402632168697,12.577345173111656,119.00128926090439,-0.4150310747102395,0.726290279998149,Near Normal,Near Normal
2022-04-01,2022,4,56.72295110288603,69.06471042294226,75.9142635483,0.9078039123644752,1.049184862150373,Near Normal,Moderately Wet
2022-05-01,2022,5,82.11051619710375,150.97886993215837,151.63369008185657,-0.1470058582088997,-0.2352631571590183,Near Normal,Near Normal
2022-06-01,2022,6,143.94276873223342,282.7762360322231,295.353581205335,0.12965588284779422,0.02642887025255443,Near Normal,Near Normal
2022-07-01,2022,7,200.2581582088137,426.3114431381507,495.37615356109325,-0.2511686743203661,0.06477197752227326,Near Normal,Near Normal
2022-08-01,2022,8,244.243587032069,588.444513973116,739.4233839052746,0.20473480336868247,0.07240056451584385,Near Normal,Near Normal
2022-09-01,2022,9,223.60988233297033,668.111627573853,950.8878636060763,0.6500414645364638,0.5619734785026886,Near Normal,Near Normal
2022-10-01,2022,10,99.15036028975719,567.0038296547964,993.3152727929474,0.8513176507245986,0.5361104478859547,Near Normal,Near Normal
2022-11-01,2022,11,1.376888996669454,324.1371316193968,912.581645592513,1.0983248137318151,0.7885907861133891,Moderately Wet,Near Normal
2022-12-01,2022,12,0.9117565362590031,101.4390058226855,769.5506333965386,0.6538427150778345,0.7433018916555157,Near Normal,Near Normal
2023-01-01,2023,1,0.5984530224591631,2.887098555387478,569.8909282101841,-0.9870294239407754,0.8312672594099666,Near Normal,Near Normal
2023-02-01,2023,2,0.7078627793826896,2.218072338100714,326.3552039574978,-0.6780671413578024,1.1192917203074817,Near Normal,Moderately Wet
2023-03-01,2023,3,21.175629794358432,22.48194559620014,123.9209514188859,1.0805487288132165,0.8830644710314257,Moderately Wet,Near Normal
2023-04-01,2023,4,36.99193021143213,58.875422785173114,61.76252134056084,0.16388993069285746,0.019477058763267552,Near Normal,Near Normal
2023-05-01,2023,5,102.28333045097598,160.45089045676642,162.66896279486735,0.2381796283361936,0.21780897864708992,Near Normal,Near Normal
2023-06-01,2023,6,164.2017141946123,303.4769748570203,325.9589204532207,0.7601457372004401,0.9865993296854461,Near Normal,Near Normal
2023-07-01,2023,7,201.8930409681053,468.37808561369343,527.2535083988668,0.910843060806165,0.8476756055959009,Near Normal,Near Normal
2023-08-01,2023,8,254.29247774399872,620.3872329067162,780.8381233634827,0.980872665838675,0.9051676731805002,Near Normal,Near Normal
2023-09-01,2023,9,201.6411959933148,657.8267147054187,961.3036895624391,0.43907808179056895,0.7292788923696273,Near Normal,Near Normal
2023-10-01,2023,10,86.52526618602329,542.4589399233366,1010.8370255370304,0.4307758915840165,0.7730711935469035,Near Normal,Near Normal
2023-11-01,2023,11,7.021820426887531,295.1882826062255,915.5755155129419,0.4494928228730096,0.8305748087717898,Near Normal,Near Normal
2023-12-01,2023,12,0.3256561907089424,93.87274280361962,751.6994575090387,0.41202144343660285,0.4733321776681846,Near Normal,Near Normal
2024-01-01,2024,1,0.10634193963186693,7.453818557228198,549.912758480565,1.4607689616436534,0.49081719183288364,Moderately Wet,Near Normal
2024-02-01,2024,2,2.2200958072263655,2.6520939375670327,297.84037654379273,-0.3304052253192481,0.46790082608071515,Near Normal,Near Normal
2024-03-01,2024,3,15.290966406404438,17.617404153262527,111.4901469568824,0.4168255165731971,0.4784897906987332,Near Normal,Near Normal
2024-04-01,2024,4,46.46627332092542,63.977335534556076,71.43115409178453,0.5461806787861061,0.7378428815855078,Near Normal,Near Normal
2024-05-01,2024,5,100.96579568003965,162.72303540736937,165.37512934493665,0.32831331923527407,0.3257690418711919,Near Normal,Near Normal
2024-06-01,2024,6,141.44480670050024,288.87687570146517,306.49427985472795,0.3185654004061627,0.38327283058316264,Near Normal,Near Normal
2024-07-01,2024,7,213.71646378223718,456.12706616277694,520.1044016973333,0.5798530880620807,0.6748894582927135,Near Normal,Near Normal
2024-08-01,2024,8,225.78743747887378,580.948707961611,743.6717433689807,0.01856230862401153,0.1592332582656796,Near Normal,Near Normal
2024-09-01,2024,9,209.13452520296312,648.638426464074,937.5153021655394,0.2487456474261551,0.3453793720985629,Near Normal,Near Normal
2024-10-01,2024,10,129.51478210082144,564.4367447826583,1020.5638109454353,0.8079062968134719,0.9034392413451445,Near Normal,Near Normal
2024-11-01,2024,11,0.8020349751966728,339.4513422789811,920.4000502405925,1.426197134618873,0.8980397089883287,Moderately Wet,Near Normal
2024-12-01,2024,12,0.6104813695796819,130.92729844559764,779.5657249096719,1.4973675428743511,0.892948051510819,Moderately Wet,Near Normal
2025-01-01,2025,1,0.6912804288591189,2.1037967736353314,566.5405415562938,-1.6524073165847202,0.7747312396250614,Severely Dry,Near Normal
2025-02-01,2025,2,2.3353662255027916,3.6371280239414503,343.08847030292276,0.33520496380271186,1.484218174599787,Near Normal,Moderately Wet
2025-03-01,2025,3,10.555860582428307,13.582507236790075,144.509805682388,-0.23325617972837775,1.4983586690812203,Near Normal,Moderately Wet
2025-04-01,2025,4,35.072925568882056,47.96415237681301,50.0679491504486,-0.7350884953896022,-0.958158373116352,Near Normal,Near Normal
2025-05-01,2025,5,80.78264691555917,126.41143306686939,130.0485610908111,-1.2280951329522618,-1.1898932445091415,Moderately Dry,Moderately Dry
2025-06-01,2025,6,141.42806242661322,257.2836349110543,270.86614214784464,-0.6905880161301482,-0.7907670708295865,Near Normal,Near Normal
2025-07-01,2025,7,201.38290435633473,423.593613698507,471.5577660753203,-0.3288252015529149,-0.5424025119681714,Near Normal,Near Normal
2025-08-01,2025,8,224.45796015037843,567.2689269333263,693.6803600001958,-0.32537330272888404,-0.8843732523955521,Near Normal,Near Normal
2025-09-01,2025,9,225.87725304382883,651.7181175505418,909.0017524615964,0.31273919316454124,-0.12341701383352724,Near Normal,Near Normal
2025-10-01,2025,10,102.28990209804815,552.6251152922553,976.2187289907625,0.6064592094928061,0.3022073565031577,Near Normal,Near Normal
2025-11-01,2025,11,2.9962492645054075,331.16340440638226,898.4323313397088,1.2499908509903546,0.5889237739426404,Moderately Wet,Near Normal
2025-12-01,2025,12,1.050129714677794,106.33628107723123,758.0543986277733,0.8040974180368591,0.5699233471141228,Near Normal,Near Normal
